Main_Atlas_Number,Main_Display_Name,Dating_Date_Comments,Dating_Pre_Comments,Dating_Post_Comments,Dating_Date_Pre_1200BC,Dating_Date_1200BC_800BC,Dating_Date_800BC_400BC,Dating_Date_400BC_AD50,Dating_Date_AD50_AD400,Dating_Date_AD400_AD800,Dating_Date_Post_AD800,Dating_Date_Unknown,Dating_Date_Reliability,Dating_Pre,Dating_Post,Related_Dating_Artefactual,Related_Dating_NA,Related_Dating_Morph_Earth_Typo,Related_Dating_C14,Related_Dating_Other
2483,"Vatersay, Biruaslum, Western Isles (Bhatarsaigh; Bioruaslum)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",Midden containing Neolithic pottery lies at the foot of the slope outside the line of the wall at the isthmus on the E,"Some of the various structures visible on the promontory may be relatively modern, and there is no evidence that any of them are associated with the wall.",No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
2484,"Mingulay, Geirum Mor, Western Isles","The buildings on the summit, if indeed associated with the wall, imply a medieval or post-medieval occupation",NA,NA,No,No,No,No,No,No,Yes,Yes,D,No,No,No,Yes,No,No,No
2485,"Tiree, Dun na Cleite, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Old field-bank visible on a terrace low down the NW flank.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2486,"Tiree, Hynish, Argyll & Bute (Dun Hynish)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2487,"Tiree, Eilean na Ba, Argyll & Bute (Beinn Ceann a' Mhara; Rinn Thorbais)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2488,"Tiree, Dun Nan Gall, Argyll & Bute (Ceann a' Mhara)",Pottery recovered,NA,Structures and enclosures in the interior are probably secondary,No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
2489,"Tiree, Dun Balephetrish, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2490,"Tiree, Dun Hiader, Argyll & Bute (Dun Shiadair)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"If an earlier fort, overlain by dun and rectangular building",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2491,"Coll, Dun Dubh, Argyll & Bute","Hammerstones and coarse pottery found here by Erskine Beveridge (1903, 13). In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2492,"Coll, Ballyhaugh, An Caisteal, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavily robbed,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2493,"Coll, Feall Bay, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2494,"Iona, Dun Cul Bhuirg, Argyll & Bute (Culbuirg)","The report for the excavations (Ritchie and Lane 1980) gave a broad assessment of the date of the material recovered in the period spanning from the 1st century BC to the 3rd century AD, though this has not been refined with the new radiocarbon chronologies now available for similar pottery in the Western Isles. It is an assumption that this material relates to the occupation of the fort as such.",NA,NA,No,No,No,Yes,Yes,No,No,No,D,No,No,Yes,No,No,No,No
2495,"Coll, Dun Dulorichan, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2496,"Coll, Dun Morbhaidh, Argyll & Bute (Dun Borbaidh)",No modern analysis to date the decorated pottery,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,Yes,No,No,No,No
2497,"Mull, Dun An Fheurain, Argyll & Bute (Ardalanish Bay; DunAn Dubh; Port na H-Uillinn; Ardalanis)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Later dyke visible on the cliff edge below the main wall,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2498,"Mull, Slochd A'Bhodaich, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2499,"Mull, EileAn Nan Damh, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Stone-robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2500,"Mull, Poit na h-i, Argyll & Bute (Torr a' Chaisteal; Pottie)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2501,"Mull, Creag a' Chaisteal, Argyll & Bute",There are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.,NA,Cultivated in the post-medieval period,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2502,"Mull, Cnoc An Teine, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy stone robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2503,"Mull, Dun Haunn, Argyll & Bute (Treshnish)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by post-medieval field bank,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2504,"Mull, Dun Haunn, Argyll & Bute (Treshnish)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy stone-robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2505,"Gometra, Dun Eiphinn, Argyll & Bute",Coins of Edward I (1272-1307) and pottery sherds were dug up on the summit area about 1974 (Letter to NMAS). There are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.,NA,Rectangular enclosure is situated within the interior,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2506,"Mull, Cillchriosd, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Wall overlain by a post-medieval field bank,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2507,"Mull, Rubha Nan Oirean, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Stone robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2508,"Mull, Dun Guaire, Argyll & Bute (Dun Guaidhre; Croig)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by what is probably a post-medieval enclosure or fold.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2509,"Rum, Papadil, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by lazy-beds,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2510,"Mull, Sloc a' Mhuilt, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2511,"Mull, Dun na Muirgheidh, Argyll & Bute (Dun na Muirheidh; Kilpatrick)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Medieval or post medieval occupation, which may have adapted elements of the defences.",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2512,"Ulva, Ormaig, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2513,"Mull, Dun Mor, Oskamull, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2514,"Mull, Dun Ara, Argyll & Bute (Dunara; Dun Ara Castle)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by castle,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2515,"Mull, Mingary, Argyll & Bute (Dun Sgaillean)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by field bank and rectangular structures,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2516,"Mull, Mingary, Dun Ban, Argyll & Bute (Quinish Point)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2517,"Mull, Torr A'Chlachain, Argyll & Bute (Torr-a-Clachan)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by a stone dyke,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2518,"Mull, Eilean Nan Gobhar, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by a modern funerary monument,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2519,"Mull, Torr A'Mhanaich, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2520,"Mull, Torr Aint, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavily robbed and the interior has been cultivated,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2521,"Rubha Aird An Iasgaich, Ardnamurchan, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Heavy stone robbing and quarrying, and also overlain by a small rectangular enclosure",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2522,"Muck, Caisteal An Duin Bhain, Highland (Port Mor)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,The interior is overlain by two rectangular buildings an a plot of lazy-beds,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2523,"Ardnamurchan, Sanna, Rubha An Duin Bhain, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2524,"Eigg, Poll Duchaill, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2525,"Eigg, Corragan Mor, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2526,"Eigg, Kildonnan, Highland (Rubha na Crannaig)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by rectangular buildings and a concrete plinth,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2527,"Eigg, An Sgurr, Highland (Scuir of Eigg)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2528,"Eigg, Garbh Bealach, Highland (Sandavore; Galmisdale)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Possibly overlain by the structures within the interior,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2529,"Caisteal Nan Con, Highland (Killundine Castle)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by tower-house and a mound of debris,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2530,"Mull, Dun Breac, Ardvergnish, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Old dyke overlies the wall on the SE,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2531,"Auliston Point, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Stone robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2532,"Eilean Uillne, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,A small pen is built over the wall,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2533,"Ardnamurchan, Camas Nan Geall, Highland (Sgeir Fhada)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Possible later structure within the interior,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2534,"Dun Fhionnairidh, Highland (Fiunary Manse; Drochaid Shalacain; Dunien; Abhainn Shalachain; Dun Fhionnairigh)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy stone-robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2535,"Eilean Nan Gobhar, Sound of Arisaig, Highland (Eilean Nan Gobhar 1)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Circular structures may be later huts,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2536,"Eilean Nan Gobhar, Sound of Arisaig, Highland (Eilean Nan Gobhar 2)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Stone structure in the W end of the interior is possibly later,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2537,"Ardnamurchan, Shielfoot, The Torr, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Possibly the construction of a dun,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2538,"Rhumach, Highland","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2539,"Rubh' Aird Ghamhsgail, Arisaig, Highland (Rubh' Ard Ghaunsgail)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Possibly a fort overlain by a dun,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2540,"Eilean A'Ghaill, Sound of Arisaig, Highland (Eilean na Ghoil)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Sheep pen,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2541,"Eilean An Duin, Craignish, Argyll & Bute","Two radiocarbon dates from samples thought to have been sealed beneath the wall, and thus indicating a terminus post quem.",NA,Stone-founded hut,No,No,No,Yes,No,No,No,No,C,No,Yes,No,No,No,Yes,No
2542,"Bonnach Mor, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2543,"Druim An Achanarnaich, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Marker cairn,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2544,"Seil, Balvicar, Argyll & Bute (Winterton)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Robbed and overlain by a field-bank,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2545,"Seil, Cnoc An Tighe Mhoir, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Overlain by field-dykes, ploughed down and robbed",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2546,"Seil, Dun Aorain, Argyll & Bute (Ellanbeich)","There are no radiocarbon dates to provide a chronology for the defences, and the artefacts recovered are not chronologically distinct.",NA,probably overlain by the rectangular building,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2547,"Luing, Ballycastle, Argyll & Bute ('North Fort')","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2548,"Luing, Leccamore, Argyll & Bute",Material recovered from the dun but none of it closely datable,NA,"Secondary walls built within the dun; the latter may also be later than its outworks, here regarded as a possible fortification in its owm right",No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
2549,"Losgann Larnach, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2550,"Lismore, Dun Chruban, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2551,"Garraron, Dun An Garbh-Sroine, Argyll & Bute (DunAn Garbh-Shroine)",Essentially a castle thought to be built in an earlier tradition,NA,NA,No,No,No,No,No,No,Yes,No,D,No,No,No,No,Yes,No,No
2552,"Hill Park, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2553,"Dun Chonallaich, Argyll & Bute",A rotary quern and an early medieval gaming board have been found here,NA,Round-house and S-shaped structure built for film set in 1983,No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
2554,"Ingleborough, North Yorkshire",The site is undated,NA,Trig point,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2555,"Creag A'Chapuill, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by three sheep pens,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2556,"Dun na Ban-Oige, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by a series of rectangular building and enclosures,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2557,"Kintraw, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2558,"Ardanstur, Argyll & Bute (Dun Beag)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by an even more heavily robbed circular structure,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2559,"Ardanstur, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2560,"Ardanstur, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Cultivated in post-medieval times and heavily robbed,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2561,"Creag Aoil, Kames, Argyll & Bute (Loch Melfort)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,The interior has been cultivated in the post-medieval period and the wall robbed,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2562,"Kilmore, Argyll & Bute (Kilmore House)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavily robbed,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2563,"Glen Cruitten, Dunans, Argyll & Bute (Glencruitten Golf Course)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavily robbed,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2564,"Colagin, Argyll & Bute (Cologin)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2565,"Dun Uabairtich, Argyll & Bute (Mount Stewart; 'Dun Uamphuirt'; Port Nan Cuilc)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Robbed of stone,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2566,"Tan-y-Graig, Llanffinan, Isle of Anglesey",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2567,"War Coppice Camp, Surrey (Whitehill; Cardinal's Cap)",Excavation of ramparts suggests Iron Age.,NA,NA,No,No,Yes,Yes,No,No,No,No,C,No,No,No,No,Yes,No,No
2568,"Castle Hill, Surrey",No evidence for dating. WWII observation post.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2569,"Dry Hill Camp, Surrey","No dating evidence for the hillfort. Flints suggest earlier use. Reservoirs built 1910 in the interior, a Denarius of Commodus was found.",NA,NA,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
2570,"Caesar's Camp, Surrey",Excavated evidence for the ramparts suggests Iron Age although there is no direct dating evidence. Medieval park pale.,NA,NA,No,No,Yes,Yes,No,No,No,No,C,No,Yes,No,Yes,No,No,No
2571,"Hillbury, Surrey",No dating evidence. Medieval stock enclosure and WWII trenches.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2572,"Botany Hill, Surrey",No dating evidence,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2573,"Soldier's Ring, Surrey",Undated,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2574,"Holmbury Camp, Surrey","Scattered Mesolithic and Neolithic flints, some LBA pottery. Single Radiocarbon date and archaeomagnetic date, middle Iron Age pottery. 1st century AD Roman pottery. WWII military slit trenches.",NA,NA,No,No,No,Yes,No,No,No,No,B,Yes,Yes,Yes,No,No,No,No
2575,"Anstiebury Camp, Surrey","One C14 date, dated by potterySmall reservoir in the centre.",NA,NA,No,No,No,Yes,No,No,No,No,B,No,Yes,Yes,No,No,No,No
2576,"Felday, Surrey","Lithics and polished stone axe from hilltop. Dated by excavated pottery and one archaeomagnetic date. 18th century landscaping, WW1 prisoner of war camp.",NA,NA,No,No,No,Yes,No,No,No,No,B,Yes,Yes,Yes,No,No,No,No
2577,"St Ann's Hill, Surrey (Oldbury Hill; Eldebury Hill)","Dated to Early and Middle Iron Age by pottery from excavation. 14th century St. Ann's chapel in the interior, plus reservoir and associated buildings.",NA,NA,No,No,Yes,Yes,No,No,No,No,B,No,Yes,Yes,No,No,No,No
2578,"Hascombe Camp, Surrey","20 C14 dates (1970s so not reliable, re-assessed by Horn), pottery and archaeomagnetic suggest mainly MIA with some LIA Class 1 Pontin coins. Horn (Forthcoming) suggests the hillfort start 215-90 BC, ends 100-101. LBA pre-enclosure pottery, possible pre-enclosure field boundaries. Medieval and Victorian landscaping",NA,NA,No,No,No,Yes,No,No,No,No,A,Yes,Yes,Yes,No,No,Yes,No
2579,"St George's Hill, Surrey",Pottery from excavations,NA,NA,No,No,Yes,Yes,No,No,No,No,B,No,No,Yes,No,No,No,No
2581,"Dun Ormidale, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2582,"Kerrera, The Little Horse Shoe, Argyll & Bute (Upper Gylen)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Robbing and possible rectangular building,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2583,"Dunach, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy stone robbing and planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2584,"Dunan Corr, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavily robbed,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2585,"Dun Mhic Raonuill, Argyll & Bute (Barrnacarry)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Stone robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2586,"Lismore, Kilcheran, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by rectangular buildings,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2587,"Lismore, Fiart, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2588,"Dunstaffnage Bay, Eilean Mor, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2589,"Porth Oer, Gwynedd",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2590,"Bell Hill, Scottish Borders","NoneIn the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Interior cultivated and quarrying along the innermost rampart on the NW,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2591,"Lismore, Castle Coeffin, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Cultivated in curvilinear rigs in the post-medieval period,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2592,"Lismore, Dun Mor, Balygrundle, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Stone-robbing,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2593,"Lismore, Dun Cuilein, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
2594,"Barr Mor, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
2595,"An Dun, Glenamachrie, Argyll & Bute (Clenamacrie)",Fragments of two rotary querns incorporated into the wall,NA,Rectangular building within the interior and possible structures built into the wall,No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
