Main_Atlas_Number,Main_Display_Name,Annex_Summary,Annex
2100,"Berry Hill, Pembrokeshire",NA,No
2101,"Castell Gwyn Ii, Pembrokeshire (Castell Gwyn Uchaf)",NA,No
2102,"Berry Slade, Pembrokeshire",NA,No
2103,"West Angle Bay, Pembrokeshire",NA,No
2105,"Stackpole, Pembrokeshire",NA,No
2109,"Castell Hendre Wen, Pembrokeshire (Castell Hendre-Wen; Castell Bytheg)",NA,No
2110,"Keeston Castle, Pembrokeshire","To 60m - 100m from the inner banks rampart forms a concentric annexe, also discontinuous on SE. Earthworks of roughly oval enclosure, c. 63m N-S by 46m, lie to SE, and aerial photographs indicate that missing section of the annexe rampart survives as low earthwork curving in to NE around this oval enclosure.",Yes
2111,"Romans Castle, Pembrokeshire (Ramus Castle)",NA,No
2113,"Molleston Back Camp, Pembrokeshire (Molleston Bank; Grove)",NA,No
2117,"Islay, Dun Bheolain, Argyll & Bute","The outer rampart is sufficiently far out from the inner that it might be considered to have formed an annexe, but it may equally have formed a freestanding inner line of defence in its own right, cutting off a total area of 2.8ha.",No
2118,"Islay, Beinn Sholaraidh, Argyll & Bute",NA,No
2119,"Pen-y-Garn, Carmarthenshire",NA,No
2120,"Islay, Alt Nan Ba, Argyll & Bute",NA,No
2122,"Banc y Rhyfel, Carmarthenshire (Dyffryn Camp)",NA,No
2123,"Allt y Ferin, Carmarthenshire",NA,No
2124,"Dryslwyn Castle, Carmarthenshire",NA,No
2125,"Islay, Sron Dubh, Argyll & Bute",NA,No
2126,"Grongaer, Llangathen, Carmarthenshire (Grongar Hill)",NA,No
2127,"Pen y Gaer, Llanybydder, Carmarthenshire",NA,No
2128,"Islay, Beinn a' Chaisteal,, Argyll & Bute",The lower terrace might be regarded as an annexe,No
2129,"y Gaer, Pencarreg, Carmarthenshire (Gelli; Caer Pencarreg)",NA,No
2130,"Castell Elwyn, Carmarthenshire",NA,No
2131,"Waun-y-Castell, Carmarthenshire (Waen-y-Castell)",NA,No
2132,"Maes y Castell, Carmarthenshire","Overlapping entrance on SW, with inturn on inner bank, seemingly forming small annexe between the ramparts.",Yes
2133,"Gaer Fawr, Manordeilo, Carmarthenshire (Gaer Fach)",NA,No
2134,"Tal-y-Fan, Llandeilofawr, Carmarthenshire",NA,No
2135,"Dinefwr Castle, Carmarthenshire (Castell Dinefwr; Dynefor Castle; Dinevor Castle)",NA,No
2136,"y Gaer Fawr, Carn Goch, Carmarthenshire (y Gaer Fawr)","Outer wall to the N branches out to form an annexe, aerial photographs indicating once continued E to connect with NE angle of main fort.",Yes
2137,"Islay, Lagavulin, An Dunan, Argyll & Bute",NA,No
2138,"Llwyndu Camp, Carmarthenshire (Llwyn Du Camp)",NA,No
2139,"Islay, Borraichill Mor, Argyll & Bute (Borraniebill Mor; Port Ellen; Brahunissary)",NA,No
2140,"y Gaer Fach,  Carn Goch, Llangadog, Carmarthenshire",NA,No
2141,"Carreg Cegyn, Carmarthenshire",NA,No
2142,"Gelli Diogyn, Carmarthenshire",NA,No
2146,"Moat Farm Camp, Carmarthenshire",NA,No
2147,"Careg Llwyd, Carmarthenshire (Gareg Llwyd; Garreg Llwyd; Mynydd Pembrey (West); Garreg Lwyd; Craig Llwyd)",NA,No
2148,"Islay, Portintruan, Argyll & Bute",NA,No
2149,"Cencoed, Carmarthenshire (Cwm Mawr; Caer Glas)",NA,No
2150,"Croes Arthur, Carmarthenshire (Cwm Rheiddol; Cwmrheiddol)",NA,No
2151,"Islay, Port Ellen, Borraichill Mor, Argyll & Bute",NA,No
2152,"Islay, Dun Cheapasaidh Mor, Argyll & Bute",NA,No
2153,"Islay, Dun Nosebridge, Argyll & Bute (Neriby; Dun Noesbridge; Mulindry; Upper Laggan Valley)",The inner and outer enclosures are not strictly concentric and the outer might thus be regarded as an annexe.,No
2154,"Islay, Dun Guaidhre, Argyll & Bute (Dun Guaire; Kilmeny)",NA,No
2155,"Islay, Bridgend, Argyll & Bute",NA,No
2156,"Islay, Bridgend, Borraichill Mor, Argyll & Bute",NA,No
2157,"Islay, Rubha Bhollsa, Argyll & Bute (Rubha Bholsa)",NA,No
2158,"Islay, Sgairail, Argyll & Bute",NA,No
2159,"Islay, Gortantaoid, Argyll & Bute",NA,No
2160,"Oronsay, Dun Domhnuill, Argyll & Bute (Oronsay House)",NA,No
2161,"Colonsay, Dun Uragaig, Argyll & Bute",NA,No
2162,"Colonsay, Meall Lamalum, Argyll & Bute",NA,No
2163,"Colonsay, Dun Tealtaig, Argyll & Bute",NA,No
2164,"Colonsay, Dun Cholla, Argyll & Bute",NA,No
2165,"Colonsay, Dun Eibhinn, Argyll & Bute",NA,No
2166,"Colonsay, Dun Gallain, Argyll & Bute",NA,No
2167,"Islay, Fang a' Chaisteil, Argyll & Bute",NA,No
2168,"Islay, Lagavulin, Barr An T-Seann Duine, Argyll & Bute",NA,No
2169,"Islay, Dun Nan Gall, Argyll & Bute",NA,No
2170,"Islay, Trudernish Point, Argyll & Bute (Dun Thrudernish; Claggain Bay; Aros Bay)",NA,No
2171,"Islay, Mullach Ban, An Dun, Argyll & Bute",NA,No
2172,"Islay, Creagan na Ceardaich Moire, Argyll & Bute",NA,No
2173,"Rugley Wood, Northumberland",NA,No
2174,"Islay, Dun An Rubha Bhuidhe, Argyll & Bute (Dun An Rudha Bhuide; Claggain Bay; Ardtalla)",NA,No
2175,"Islay, Loch Nan Clach, Argyll & Bute",NA,No
2176,"Islay, Kintour, Dun Beag, Argyll & Bute",NA,No
2177,"Islay, Port Ellen, The Ard, Argyll & Bute",NA,No
2178,"Islay, Carraig Bun Aibhne, Argyll & Bute",NA,No
2179,"Islay, Port Chubaird, Dunan Buidhe, Argyll & Bute",NA,No
2180,"Dunan, Argyll & Bute",NA,No
2181,"Jura, Dunan An Raoil, Argyll & Bute (Dun An Roail; Crackaig)",NA,No
2182,"Jura, Creag An Dunain, Argyll & Bute",NA,No
2183,"Colonsay, Dun Meadhonach, Argyll & Bute",Small triangular annexe taking in an area of 0.05ha on a lower terrace on the E,Yes
2184,"Jura, Druim Loisgte, Argyll & Bute",NA,No
2185,"Jura, Ardmenish, An Dunan, Argyll & Bute","There is a possible annexe with a massively built wall on the NW of the summit enclosure, which extends its interior by a further 0.19ha",Yes
2187,"Caerau Clungwyn, Carmarthenshire (Caerau, Newchurch; Caerau Clyngwyn)",NA,No
2188,"Merlin's Hill, Carmarthenshire (Merlin's Grove)",NA,No
2189,"Parc-y-Gaer, Abergwili, Carmarthenshire (Pant yr Ystrad)",NA,No
2190,"Parc-Castell, Llangeler, Carmarthenshire (Parc Castell)",NA,No
2191,"Castell, Pencader, Carmarthenshire (Banc)",NA,No
2192,"Craig Gwrtheyrn, Carmarthenshire (Craig-Gwrtheyrn; Caer Gwrtheyrn)",NA,No
2193,"yr Hen Castell, Llanfihangel-Ar-Arth, Carmarthenshire (Hen Castell)",NA,No
2194,"Castell Pant y Fen, Carmarthenshire",NA,No
2195,"Castell Pyr, Llanllwni, Carmarthenshire",NA,No
2196,"Cnoc Araich, Argyll & Bute",NA,No
2197,"Sron Uamha, Argyll & Bute (Balemacruma)",NA,No
2198,"y Fan, Carmarthenshire (Fan Camp)",NA,No
2199,"Pen-y-Gaer, Meidrim, Carmarthenshire (Bron-y-Gaer I)",Oblong annexe of 1.4 ha downslope to SW. Weak bank on S side diminishing in size away from the enclosure. W end and N side not traceable other than as break of slope.,Yes
2201,"Castell-y-Gaer, Newchurch, Carmarthenshire",NA,No
2202,"Allt-y-Cnap, Carmarthenshire",NA,No
2204,"Parc Cynog Farm, Carmarthenshire (Parccyn)",NA,No
2205,"Llanstephan Castle, Carmarthenshire (Llansteffan Castle)",NA,No
2206,"Cullan Doon, Argyll & Bute",NA,No
2207,"Castell Gorwyn, Castell Gorwyn Farm, Carmarthenshire (Parc y Castell)",NA,No
2208,"Pen-y-Gar, Llanpumsaint, Carmarthenshire (Pen y Gaer; Pen y Gar)",NA,No
2209,"Achnaclach, Argyll & Bute",NA,No
2210,"Balloch Hill, Argyll & Bute (Bealloch Hill)",NA,No
2211,"Pen y Gaer, Sarnau, Carmarthenshire (Sarnau)",NA,No
2212,"Pencaerau-Bach, Carmarthenshire",NA,No
2214,"Pen-y-Gaer, Abernant, Carmarthenshire",NA,No
2215,"Cilcrug, Carmarthenshire",NA,No
2216,"Dinas Fawr, Llangeler, Carmarthenshire (Dinas Bran)",NA,No
2217,"y Gaer Wen, Carmarthenshire",NA,No
2218,"Castell Henfryn, Carmarthenshire",NA,No
2219,"Ranachan Hill, Argyll & Bute",NA,No
2220,"Largiemore, Argyll & Bute (Ballergie Dun)",NA,No
2221,"Westport, Argyll & Bute",NA,No
2222,"Machrihanish, Argyll & Bute",NA,No
2223,"Killocraw, Argyll & Bute",NA,No
2224,"Caer Blaen Minog, Carmarthenshire",NA,No
2227,"Gigha, Dun Chibhich, Argyll & Bute",NA,No
2228,"Top Castle, Carmarthenshire",NA,No
2229,"Glan-y-Mor Fort, Laugharne, Carmarthenshire",NA,No
2230,"Woodreefe Castle, Carmarthenshire (Marros Castle; The Castle, Marros; The Castle, Woodreefe)",NA,No
2231,"Cwm-Felin Boeth, Carmarthenshire (Cwm-Felin Boeth; Drewfach)",NA,No
2232,"Castle Lloyd Camp, Carmarthenshire (Castle-Lloyd Camp)",NA,No
2233,"Clog-y-Fran, Carmarthenshire (Castell Hill)","Possible curvilinear annexe, c. 50m across, on W, but not well defined.",Yes
2234,"Castell Pen-y-Coed, Carmarthenshire",NA,No
2235,"Gigha, Dunan An T-Seasgain, Argyll & Bute",NA,No
2236,"Kildalloig, Argyll & Bute",NA,No
2237,"Parc-y-Gaer, Colston, Carmarthenshire (Parc y Gaer; Pant Glas; Parccyn)",NA,No
2238,"Castell Mawr, Trelech-A'R-Bettws, Carmarthenshire",NA,No
2239,"Pencastell, Llanwinio, Carmarthenshire (Pen-y-Castell)",NA,No
2240,"Hafod Camp, Carmarthenshire","Annexe to N with rampart c. 30m from main rampart. This outer rampart weaker than the inner, c. 2m high with mostly filled-in ditch to 1m deep. At SW end annexe rampart curves to SE running up to the inner rampart. Two, probably modern, gaps in the annexe rampart.",Yes
2241,"Pen y Gaer Fawr, Penlan, Carmarthenshire (Pengare Vawr; Pangare Vach)",NA,No
2242,"Castell Bron Niwl, Carmarthenshire (Castell Bron-Niwl)",NA,No
2246,"Cae Castell, Llangathen, Carmarthenshire",NA,No
2248,"Castell Mawr, Llanwinio, Carmarthenshire",NA,No
2249,"Carnawllon-Fawr, Carmarthenshire",NA,No
2250,"Cefn Gaer, Carmarthenshire (Bron y Gaer; Bronygaer)","Around 40m to NE section of bivallate earthwork cuts across the ridge, possibly all that remains of bivallate annexe to the main enclosure.",Yes
2251,"Dan Lan y Castell, Carmarthenshire",NA,No
2253,"Coygan Camp, Carmarthenshire",NA,No
2254,"Court Wood, Carmarthenshire",NA,No
2255,"Allt Clog-y-Fran, Carmarthenshire (Allt Glog-y-Fran)",NA,No
2257,"Parc y Gaer, Carmarthen, Carmarthenshire",NA,No
2258,"Blaen-Maes, Pencarreg, Carmarthenshire (Frondeg Blaen-Maes)",NA,No
2259,"Danycerrig, Carmarthenshire (Dan y Cerig; Dan-y-Cerig; Cerig Fawr)",NA,No
2260,"Cefn Crug, Carmarthenshire (Ystrdwal)","In 2008 DAT found further earthwork downslope to S of the promontory fort, which may be an annexe.",Yes
2261,"Glenehervie, Argyll & Bute (Polliwilline; Glenhervie)",NA,No
2262,"Kildonan Point, Argyll & Bute",NA,No
2263,"Baraskomill, Argyll & Bute",NA,No
2264,"Ballywilline Hill, Argyll & Bute",NA,No
2265,"Belfield, Argyll & Bute (Craighuller)",NA,No
2266,"Saddell House, Argyll & Bute (Saddell House Policies)",NA,No
2267,"Killean, Argyll & Bute",What is either a small annexe or a hornwork providing additional protection to the entrance.,Yes
2268,"Dun Skeig, Argyll & Bute",NA,No
2270,"Castell y Waun, Carmarthenshire (Tregadogan; Castellywaun)",NA,No
2271,"Allt Abercothi, Carmarthenshire (Pont Ar Gothi)",NA,No
2272,"Mandinam, Carmarthenshire","To W of main fort, one of natural ridge steps, 30m by 30m, forms possible annexe to the fort, although defences here seem to consist of scarping of existing steep slopes.",Yes
2273,"Sugar Loaf, Carmarthenshire",NA,No
2275,"Cefnbenydd, Carmarthenshire","Possible annexe suggested by RCAHMW in 2006, but no details.",Yes
2276,"Gilman Point and Napps Circle, Carmarthenshire (Gilman Camp; Nappo Camp; Napps Circle; Napps Camp; Napp's Head; Napp's Head Camp)","Possible. On N side of the fort, outside main defences, is an 'annexe' formed within a low, curving boundary of large rough stones block walls and inturned entrance. Possibly earlier enclosure, but uncertain. The distinctive form of this annexe has led to its being recorded separately as 'Napps Circle' (SN20NW 6). Roundhouse circles have been noted within the 'annexe'. However, all this is unclear.",Yes
2277,"Maes Ifan, Carmarthenshire",NA,No
2279,"Castell Bach, Llanrhystyd, Ceredigion (Castell Gwarfelin)",NA,No
2280,"Castell Mawr, Ceredigion (Castell-Mawr)",NA,No
2281,"Ardpatrick, Cnoc Breac, Argyll & Bute",NA,No
2282,"Dun Mor, Argyll & Bute","The outer wall lies some 45m to the SW of the inner enclosure, cutting off access to a large rocky area on the crest of the ridge.",Yes
2283,"Dun na H-Earb, Argyll & Bute",NA,No
2284,"Dun na Doide, Argyll & Bute",NA,No
2285,"Castell Olwen, Ceredigion",NA,No
2286,"Gaer-Wen, Llangranog, Ceredigion (Garn Wen)",NA,No
2287,"a' Chrannag, Argyll & Bute",NA,No
2288,"Gaer Wen, Pen-y-Graig, Ceredigion (Garn Wen, Llandysul)",NA,No
2289,"Foel y Mwnt, Ceredigion",NA,No
2290,"Dun a' Chaisteil, Argyll & Bute",NA,No
2291,"Dun a' Bhuilg, Argyll & Bute",NA,No
2292,"Sithean Buidhe, Argyll & Bute",NA,No
2293,"Thornbury, Oxfordshire (Binsey)",NA,No
2294,"Rubha Cladh Eoin, Argyll & Bute (Loch Sween; Port Lunna)",NA,No
2295,"Ynys Lochtyn, Ceredigion (Ynyslochdin)",NA,No
2296,"Castell Nantperchellan, Ceredigion",NA,No
2297,"Caer Penrhos, Ceredigion (Caer Pen-Rhos; Castell Penrhos)",Aerial photographs also show possible cropmark annexe at N end of the fort.,Yes
2298,"Pendinas Lochtyn, Ceredigion (Pen Dinas Lochtyn; Pendinaslochtyn; Pendinaslochdin; Pendinaslochdyn)",NA,No
2299,"Castell Blaen-Igau, Ceredigion",NA,No
2300,"Llangranog, Ceredigion",NA,No
2301,"Gaer Lwyd, Ceredigion",NA,No
2302,"Pen Coed-Foel Camp, Ceredigion (Pencoed y Foel)",Possible large concentric annexe shown on aerial photographs as field boundaries concentric to defensive circuit.,Yes
2303,"Castell Gwynionydd, Ceredigion (Coedfon)",NA,No
2304,"Cwm Castell, Ceredigion",NA,No
2306,"Kncoklane, Sligo (Ballineden)",NA,No
2307,"Castell Bach, Cwm Tydi, Ceredigion (Castell-Bach)","Second slighter bank with stone revetment sited c. 107m to E, extending from a natural scarp to the sea cliffs and perhaps forming a concentric annexe.",Yes
2308,"Castell Bach, Penbryn, Ceredigion (Castell-Bach, Penbryn)",NA,No
2309,"Caer Cadwgan, Cellan, Ceredigion (Caer Morrice; Gelli-Gaer Hillfort)","An insubstantial outer circuit encloses an area c. 60m across on E and S sides of main enclosure, with entrance on W, to N of which is possible oval stony banked and terraced enclosure, c. 36m across, all abutting the main circuit as an annexe of 0.85ha.",Yes
2310,"Castell Goetre, Ceredigion (Castell Goedtref)",NA,No
2311,"Mynachlog-Uchaf, Ceredigion",NA,No
2312,"Mullaghmore, Sligo",NA,No
2313,"Ballyconnell, Sligo (Duneel)",NA,No
2314,"y Gaer, Ciliau Aeron, Ceredigion",NA,No
2315,"Castell Moeddyn, Ceredigion (Castell Moedidn)",NA,No
2316,"Castell Moeddyn Fach, Ceredigion (Castell Moedd Yn Fach; Castell Moeddin Fach)",NA,No
2318,"New Cross Camp, Ceredigion (Gors Hillfort; Cefn y Gaer)","Annexe or outer enclosure attached to its S and W sides at a slightly lower level than main enclosure. This measures c. 175m E-W by 84m. Defined by a slight bank to S, E and W, very faint on E, and by the artificially scarped steep slope to N.",Yes
2319,"Old Warren Hill, Ceredigion",NA,No
2320,"Pen-y-Felin Wynt, Ceredigion (Coed Lluest)",NA,No
2322,"Caer Argoed, Ceredigion","Rectangular annexe on NW, with single bank, except on NW, where two ramparts and ditches. Parch-marks on aerial photographs show additional ramparts beyond fort to E visible as irregular palisade trench running for 107m from edge of the promontory overlooking Cwm Wyre, around to N side, effectively forming additional annexe below fort.",Yes
2323,"Gaer Fawr, Llanilar, Ceredigion (Pen y Caerau)",NA,No
2324,"Cefn Blewog Camp, Ceredigion",NA,No
2325,"Coed Allt-Fedw Camp, Ceredigion",NA,No
2326,"Cnwc y Bugail, Ceredigion",40m outside gate U-shaped mound forms a bastion or small annexe.,Yes
2327,"Castell Disgwylfa, Ceredigion (Castell)",NA,No
2328,"Sunton, Wiltshire",NA,No
2329,"Castell-Careg-Wen, Ceredigion",NA,No
2330,"Caer Pwll-Glas, Ceredigion (Caer Pwll Glas)",NA,No
2331,"Caer Allt-Goch, Ceredigion",NA,No
2332,"Caer Lletty-Llwyd, Ceredigion (Caer Llety Llwyd)",NA,No
2333,"Capel Bangor Camp, Ceredigion (Caerau; Castell yr Aber)",NA,No
2334,"Penrhyn Coch Camp, Ceredigion (Garth Penrhyn-Coch)",NA,No
2335,"Pen-y-Darren, Ceredigion (Darren Camp; Daren Camp; Banc y Darren; Banc-y-Darren)","Three additional outwork banks and ditch on the W effectively form an annexe, c. 24m and 55m from inner rampart.",Yes
2336,"Lletty-Evan-Hen, Ceredigion (Pen-y-Castell; Pen y Castell; Hen Gaer)",NA,No
2337,"Castell Grogwynion, Ceredigion",Annexe associated with main NE gate.,Yes
2338,"Castell Goginan Fach, Ceredigion (Goginan Fach; Castell Goginan-Fach;  Banc y Castell)",NA,No
2339,"Castell Rhyfel, Ceredigion",NA,No
2340,"Pen-y-Frwydd Llwyd Camp, Craig Ystradmeurig, Ceredigion (Pen y Ffrwyd Bannau Camp)","Possible annexe. Davies and Hogg (1994, 268) suggest space between outer rampart and outwork as annexe between entrance trackway and the cliff edge.",Yes
2341,"Pen-y-Bannau, Ceredigion",NA,No
2342,"Castell Nadolig, Ceredigion (Christmas Castle; Castle Christmas)",On E roughly crescentic annexe c. 30m wide by 110m long.,Yes
2345,"Castell Bwa-Drain Camp, Ceredigion",NA,No
2346,"Crug-y-Balog, Ceredigion",NA,No
2347,"Dinas Cerdin, Ceredigion (Dinascerdin)",NA,No
2348,"Cribyn Clotas, Ceredigion (Cribyn Clotta)",NA,No
2349,"Castell Cwmere, Temple Bar, Ceredigion",NA,No
2350,"Mull, Cnoc na Sroine, Argyll & Bute (Caisteal na Srianga)","While the outer enclosure is possibly a free-standing fortification in its own right, if a contemporary outwork to the dun on the summit, then it encloses such a large area that it might be considered an annexe.",Yes
2351,"Pen Dinas, Elerch, Ceredigion",NA,No
2352,"Hen Gaer, Bow Street, Ceredigion (Pen Gaer, Bow Street; Broncastellan; Caer Shon)",NA,No
2353,"y Gaer, Caron-Uwch-Clawdd, Ceredigion (y Gaer Hillfort, Lisbourne Road.)",NA,No
2354,"Castell Fflemish, Ceredigion",NA,No
2355,"Castell Tregaron, Ceredigion (Sunnyhill Wood Camp; Castell Sunnyhill)",NA,No
2356,"Tre-Coll, Ceredigion (Trecoll Hillfort)",NA,No
2357,"Pant y Bula, Ceredigion (y Gaer)",NA,No
2358,"Gaer, Llandygwydd, Ceredigion",NA,No
2359,"Caerau, Henllan, Ceredigion (Henllan)",NA,No
2360,"Pen Dinas, Aberystwyth, Ceredigion",NA,No
2361,"Esgair Nant-Yr-Arian, Ceredigion",NA,No
2362,"Castell Perthi-Mawr, Ceredigion (Castell Cilcennin)",NA,No
2363,"Pen Clawdd-Mawr, Ceredigion (Pen-Clawdd-Mawr)",NA,No
2364,"North Hazelrigg, Northumberland",NA,No
2365,"Cribyn Gaer, Ceredigion (Caer Maesmynach; Gaer Maesmynach)","Possible annexe on SW, but unclear of extent.",Yes
2366,"Castell Allt-Goch, Ceredigion (Castell Allt Goch)",NA,No
2367,"Coed-Parc Gaer, Ceredigion (Betws-Bledrws; Gaer Coed Parc)",NA,No
2368,"Tan-y-Ffordd, Ceredigion",NA,No
2369,"Crugllwyn Camp, Ceredigion (Crugllwyn-Llwyd; Crug Llwyn Llwyd; Crug Llwyn-Llwyd)",NA,No
2370,"Gaer Pwntan, Ceredigion (Caer Pwntan; Castell Pwntan; Pen-y-Gaer, Penbryn)",NA,No
2372,"Clyn-Yr-Ynys, Ceredigion",NA,No
2373,"Mull, Salen, Argyll & Bute (Salen Bay)",NA,No
2374,"Dinas, Melindwr, Ceredigion",NA,No
2375,"Graig y Gwbert, Ceredigion",NA,No
2377,"Caer Llifry, Ceredigion (Pen-y-Gaer, Bank Green Grove; Caer-Lifry)","Annexe, c. 40m deep, on E defined by  bank 45m E from the E bank of enclosure. Annexe not levelled and built along a slight natural break of slope and is up to 2m high externally, with traces of an external ditch. Original W entrance.",Yes
2380,"Gaer, Brongwyn, Ceredigion",NA,No
2381,"Bronfre-Ganol, Ceredigion",NA,No
2382,"Gaer Rhydlydan, Ceredigion (Pen-y-Gaer)",NA,No
2386,"Leap Linn, Scottish Borders",NA,No
2387,"Alltfadog South, Ceredigion",Possible outworks to N on aerial photographs show a crop-mark ditch of a rectangular annexe on this side.,Yes
2388,"Baldock, Hertfordshire",NA,No
2389,"Tillmouth Farm, Northumberland (Riffington Hill)",NA,No
2393,"Pen-y-Gaer, Nantcwnlle, Ceredigion (Pen y Gaer)",NA,No
2394,"Welwyn, Hertfordshire (Welwyn Garden City; Welch's Farm; Datchworth)",NA,No
2395,"Pen-y-Gaer, Llanbadarn, Ceredigion","Possibly annexes in past to S and N, but no longer visible.",Yes
2397,"Bulbourne, Hertfordshire (Bulbourne Valley)",NA,No
2398,"Castle Field Camp, Graig-Llwyn, Cardiff",NA,No
2399,"Caerau Camp, Ponthir, Monmouth (Candwr Camp)",NA,No
2400,"Gaer Fawr Lower Camp, Mynydd y Gaer, Neath Port Talbot (Mynydd y Gaer (Gaer Fawr) Lower Camp)",NA,No
2401,"Fort At Craig Ty Isaf, Neath Port Talbot (Craig Ty Isaf Camp)",NA,No
2402,"Pen y Castell, Cwmafan, Neath Port Talbot",NA,No
2403,"Buarth y Gaer, Neath Port Talbot (Mynydd-y-Gaer)",NA,No
2404,"Cefn yr Argoed, Neath Port Talbot",NA,No
2405,"Llwynda'-Ddu, Cardiff (Llwynda'-Ddu Camp)",NA,No
2406,"Gaer Hill Camp, Penterry, Monmouth",NA,No
2407,"Half Moon Camp, Margam, Neath Port Talbot",NA,No
2408,"Blackfield Wood Camp, Monmouth (Porthcaseg Camp)",NA,No
2409,"Mynydd-y-Castell Camp, Margam, Neath Port Talbot",NA,No
2411,"Caer Blaen-y-Cwm, Margam, Neath Port Talbot (Caer Blaen y Cwm)",NA,No
2412,"Piercefield Great Camp, Monmouth (Pierce Wood Camp)",NA,No
2413,"Narborough Camp, Norfolk (Camphill)",NA,No
2414,"Thetford Castle, Norfolk",NA,No
2415,"Bloodgate Hill, Norfolk (Burgh Dykes; Burrow Dykes)",NA,No
2416,"Holkham, Norfolk",NA,No
2417,"Piercefield Little Camp, Monmouth (Pierce Wood Camp)",NA,No
2418,"Warham Burrows, Norfolk",NA,No
2419,"Warham Camp, Norfolk",NA,No
2420,"Tasburgh, Norfolk",NA,No
2421,"Warren Hill, Briton Ferry, Neath Port Talbot",NA,No
2422,"Castell Morlais, Merthyr Tydfil (Morlais Castle)",NA,No
2423,"Great House Camp, Monmouth",NA,No
2424,"Trellech Gaer, Monmouth (Gaer Hillfort, Trellech)",NA,No
2425,"Castell Prin, Newport",NA,No
2426,"Llanmelin Wood Camp and Llanmelin Outpost, Caerwent, Monmouth","To SE is a complex of rectangular annexes with entrance only on the outermost one, with a rectangular multivallate annexe (c. 40m by 21m) against SE long side.",Yes
2427,"Craig-y-Dinas, Hirwaun, Rhondda Cynon Taff",NA,No
2428,"Gaer Fawr Camp, Llangwm, Monmouth",To N sub-triangular annexe is formed by wide interspace between inner and outer banks,Yes
2429,"Sudbrook Camp, Monmouth",NA,No
2430,"The Bulwarks, Chepstow, Monmouth (Bulwarks Camp)",NA,No
2431,"The Heugh, Detchant, Northumberland",NA,No
2432,"Ysgyryd (Skirrid) Fawr, Monmouth",NA,No
2433,"Pen Twyn, Llanfihangel Crucorney, Monmouth (Pentwyn)",NA,No
2434,"Craig Ruperra, Caerphilly (Ruperra Hillfort)",NA,No
2435,"Twyn y Gaer, Llanfihangel Crucorney, Monmouth",NA,No
2436,"Westwood Corner, Vale of Glamorgan",NA,No
2437,"Llancayo Camp, Monmouth (Campswood; Camp Wood)",NA,No
2438,"Coed y Bwnydd Camp, Monmouth (Coed-y-Bwnyff)",NA,No
2439,"Mitchel-Troy Enclosure, Monmouth",NA,No
2440,"Wighton Camp, Norfolk",NA,No
2441,"Crabb's Castle, Norfolk",NA,No
2442,"Copy's Green, Norfolk",NA,No
2443,"Tharston, Norfolk",NA,No
2444,"Dun Bhronaig, Argyll & Bute",NA,No
2445,"Dun a' Bhealaich, Argyll & Bute",NA,No
2446,"Dun a' Chogaidh, Argyll & Bute",Enclosure on the NW has neither access from within the fort and nor does it enhance the defences; it is thus not considered an annexe here.,No
2447,"Dun Mor, Drimnagall, Argyll & Bute",NA,No
2448,"Dun Mhuirich, Argyll & Bute",NA,No
2449,"An Fang, Craignish Point, Argyll & Bute",NA,No
2450,"Arran, Drumadoon, The Doon, North Ayrshire",NA,No
2451,"Arran, Auchencar, North Ayrshire",NA,No
2452,"Carradale Point, Argyll & Bute (Kilbrannan Sound)",The outer works might be interpreted as creating an annexe,Yes
2453,"Carradale, Argyll & Bute",NA,No
2454,"Dun Buidhe, Argyll & Bute",NA,No
2455,"Binnein Mor, Argyll & Bute",NA,No
2456,"Duntroon, Argyll & Bute",Unclear whether the outer enclosure is an annexe or a free-standing defence,No
2457,"The Knave, Rhossili, Swansea (Deborah's Hole Camp)",NA,No
2458,"Yellow Top, Paviland, Swansea (Paviland Camp)",NA,No
2459,"Maiden Castle, Oxwich, Swansea (Oxwich Point)",NA,No
2460,"Thurba Head, Swansea (Thurba Camp)",NA,No
2461,"Bruach An Drumein, Poltalloch, Argyll & Bute (Bruach An Druimein)",NA,No
2462,"Horse Cliff Camp, Swansea",NA,No
2463,"Ballygowan, Argyll & Bute (Barr a' Chuirn)",NA,No
2464,"Dun na Maraig, Argyll & Bute","The ramshackle wall taking in the lower terrace on the S is of little value defensively and in effect provides a small annexe measuring about 45m in length by 20m in breadth, raising the overal area enclosed to just over 0.2ha.",Yes
2465,"Kilmichael Glassary, Argyll & Bute (Creagan Breac)",NA,No
2466,"Dunadd, Argyll & Bute","The outer enclosures of the fort might be construed as annexes, though in practice they represent the interior of the fortification around a small citadel that in other terms is no more than a dun.",No
2467,"Arran, Creag Dhubh, North Ayrshire",NA,No
2468,"Arran, Creagdhu, North Ayrshire (Craig Dhu)",NA,No
2469,"Arran, Cnoc a' Chlochair, North Ayrshire",NA,No
2470,"Arran, Lochranza, Torr An T' Sean Chaisteal, North Ayrshire (Coillemore Burn)",NA,No
2471,"Caisteal na Sidhe, Argyll & Bute",Claims of annexes by E Rennie in a letter to the OS in 1967 are probably no more than the remains of turf field banks.,No
2472,"Creag a' Chaisteal, Stillaig, Argyll & Bute",NA,No
2473,"Bute, Aultmore Burn, Argyll & Bute",NA,No
2474,"Auchalick Wood, Argyll & Bute",NA,No
2475,"Barr Lagan, Argyll & Bute",NA,No
2476,"Barranlongairt, Argyll & Bute (Auchnaha)",NA,No
