Main_Atlas_Number,Main_Display_Name,References,URL_Atlas,URL_Wiki,URL_NMR_Resource,NMR_URL,Record_URL
1681,"Garn Boduan, Gwynedd","Hogg, A.H.A. 1962. Garn Boduan and Tre'r Ceiri, excavations at two Caernarvonshire hill-forts, Arch J, 117, 1-39.  A  Lynch, F. 1995. A guide to ancient and historic Wales - Gwynedd, London: HMSO, 77-8.  RCAHMW 1964. Caernarvonshire Vol III: West, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 1524, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1681,http://www.wikidata.org/entity/Q31053810,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1681.html
1682,"Caer Bach, Conwy","RCAHMW 1956. Caernarvonshire Vol I: East, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 452, London: HMSO.  Smith, G. , 2005 , A Survey of Prehistoric Defended Enclosures in North West Wales 2004-2005: West Conwy, Gwynedd (Arfon) and Anglesey, Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1682,http://www.wikidata.org/entity/Q31119200,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1682.html
1684,"Cormiston Towers Farm, South Lanarkshire",RCAHMS (1978) The Royal Commission on the Ancient and Historical Monuments of Scotland. Lanarkshire: an inventory of the prehistoric and Roman monuments. HMSO: Edinburgh,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1684,http://www.wikidata.org/entity/Q31104297,Canmore,https://canmore.org.uk/site/47484,http://hillforts.arch.ox.ac.uk/records/SC1684.html
1685,"Tre'r Ceiri, Gwynedd","Baring-Gould, S. and Burnard, R. 1904. An exploration of some of the cytiau in Tre'r Ceiri, Arch Camb, 6th Series, IV (1904), 1-16  Hogg, A.H.A. 1962. Garn Boduan and Tre'r Ceiri, excavations at two Caernarvonshire hill-forts, Arch J, 117, 1-3.  Hughes, H.H. 1907. Report of excavations carried out at Tre'r Ceiri in 1906, Arch Camb, 6th Series, VII (1907), 38-62.   Lynch, F. 1995. A guide to ancient and historic Wales - Gwynedd, London: HMSO, 75-6.  RCAHMW 1960. Caernarvonshire Vol II: Central, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 1056, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.  For more recent excavation and restoration see: Archaeology in Wales 31 (1991), 16; 32 (1992), 57; 33 (1993), 49-50; 34 (1994), 46-7; 38 (1998), 98. Also various conservation reports of conservation project of D. Hopewell/Gwynedd Archaeological Trust.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1685,http://www.wikidata.org/entity/Q31053857,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1685.html
1686,"Pen-y-Dinas, Llandudno, Conwy","Muckle, P. 1993 Pen y Dinas Archaeological Survey, GAT Report No. 052, Bangor: Gwynedd Archaeological Trust.  RCAHMW 1956. Caernarvonshire Vol I: East, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 367, London: HMSO.  Smith, G. , 2005 , A Survey of Prehistoric Defended Enclosures in North West Wales 2004-2005: West Conwy, Gwynedd (Arfon) and Anglesey, Bangor: Gwynedd Archaeological Trust.  Smith, G. 2011. Re-assessment of two hillforts in North Wales: Pen-y-Dinas, Llandudno, and Caer Seion, Conwy, Arch Wales, 51, 61-78.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1686,http://www.wikidata.org/entity/Q31119205,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1686.html
1687,"Cerrig-y-Ddinas, Llangelynin, Conwy (Cerrig y Dinas Hillfort; Cerrig-y-Dinas)","Bezant Lowe, W. 1924. Prehistoric Remains in North Caernarvonshire, Arch Camb, LXXIX, 90.  RCAHMW 1956. Caernarvonshire Vol I: East, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 453, London: HMSO.  Smith, G. , 2005 , A Survey of Prehistoric Defended Enclosures in North West Wales 2004-2005: West Conwy, Gwynedd (Arfon) and Anglesey, Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1687,http://www.wikidata.org/entity/Q31119124,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1687.html
1688,"Pen-y-Gaer, Llanbedr-y-Cennin, Conwy","Gardner, W. 1906 Note on the Defences of Pen y Gaer, Arch Camb, 6th series, 257-267.  Hughes, H. 1906 Exploration of Pen-y-gaer, above Llanbedr-y-cennin, Arch Camb, 6th series, 241-256.  Lynch, F. 1995. A guide to ancient and historic Wales - Gwynedd, London: HMSO, 72-3.  RCAHMW 1956. Caernarvonshire Vol I: East, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 315 , London: HMSO.  Smith, G. , 2005 , A Survey of Prehistoric Defended Enclosures in North West Wales 2004-2005: West Conwy, Gwynedd (Arfon) and Anglesey, Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1688,http://www.wikidata.org/entity/Q31119216,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1688.html
1689,"Pen-y-Castell, Maenan, Conwy (Pen-y-Castell, Garreg Olau; Caer Oleu Camp)","RCAHMW 1956. Caernarvonshire Vol I: East, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 609, London: HMSO.  Smith, G. , 2005 , A Survey of Prehistoric Defended Enclosures in North West Wales 2004-2005: West Conwy, Gwynedd (Arfon) and Anglesey, Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1689,http://www.wikidata.org/entity/Q31119226,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1689.html
1690,"Braich-y-Ddinas, Conwy (Dinas Penmaen)","Houlder, C. 1973. Wales: an archaeological guide, London: Faber and Faber, 62.  Hughes, H.H. 1861. Hill at Braich Y Dinas, Arch Camb, 149-50.  Hughes, H.H. 1912. Prehistoric Remains on Penmaen Mawr (Braich Y Dinas), Arch Camb, 6th Series XII, 169-82.  Hughes, H.H. 1913 Prehistoric Remains on Penmaen Mawr (Braich Y Dinas), ArchCamb 6th Series, XIII, 353-66.   Hughes, H.H. 1915 Prehistoric Remains on Penmaen Mawr (Braich Y Dinas), Arch Camb, 6th Series, XV, 17-39.   Hughes, H.H. 1922 Prehistoric Remains on Penmaen Mawr (Braich Y Dinas), Arch Camb, LXXVII, 346-59.   Hughes, H.H. 1923 Prehistoric Remains on Penmaen Mawr (Braich y Dinas), Arch Camb, LXXVIII,  243-68.  Hughes, H.H. 1934. Hillfort Braich Y Dinas, Archaeologia Cambrensis, P174    RCAHMW 1956. Caernarvonshire Vol I: East, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 252, London: HMSO.  Williams, J. LL. and Davidson, A. 2002. Arch in Wales, 42, 3-15.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1690,http://www.wikidata.org/entity/Q31119131,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1690.html
1691,"Dinas Allt Wen, Dwygyfylchi, Conwy (Allt Wen; Dinas, Dwygyfylchi)","RCAHMW 1956. Caernarvonshire Vol I: East, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 453, London: HMSO.  Smith, G. H. 2005 , A Survey of Prehistoric Defended Enclosures in North West Wales 2004-2005: West Conwy, Gwynedd (Arfon) and Anglesey, Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1691,http://www.wikidata.org/entity/Q31119140,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1691.html
1692,"Gladree (An Gileadraigh), Mayo (Doonaneanir (One Mans Fort))","Browne, C. 1895. The ethnography of the Mullet, Inishkea Islands, and Portnacloy, Co. Mayo. Proceedings of the Royal Irish Academy 19 587- 637  Pococke, R. 1752. Pococke's Tour of Ireland (ed. G. Stokes), Dublin 1891.  Westropp, T.J. 1912. The promontory forts and early remains of the coasts of County Mayo. Part 1- The north coast (Tirawley and Erris). The Journal of the Royal Society of Antiquaries of Ireland 42, 59-139.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1692,http://www.wikidata.org/entity/Q31072611,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1692.html
1693,"Castell Odo, Aberdaron, Gwynedd","Alcock, L. 1960. Castell Odo. An embanked settlement on Mynydd Ystum, near Aberdaron, Caernarvonshire,  Arch Camb, 109, 78-135.   Breese , C.E.1933. Castell Odo, Arch Camb, 87, 372-85.  Houlder, C. 1978. Wales an archaeological guide, London: Faber and Faber, 48-9.   Lynch, F. 1995. A guide to ancient and historic Wales - Gwynedd, London: HMSO, 78-80.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1693,http://www.wikidata.org/entity/Q31053893,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1693.html
1694,"Dinas, Porth Ruffydd, Isle of Anglesey","Lynch, F. 1991. Prehistoric Anglesey, Llangefni: Anglesey Antiquarian Society, 236-37.  RCAHMW 1937 (reprinted 1960). Anglesey. A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, 24, London: HMSO.  Smith, G. H. 2005 , A Survey of Prehistoric Defended Enclosures in North West Wales 2004-2005: West Conwy, Gwynedd (Arfon) and Anglesey, Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1694,http://www.wikidata.org/entity/Q31067747,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1694.html
1695,"Craig y Castell I, Brithdir, Gwynedd (Tyddyn y Coed Camp)","Bowen E.G. and Gresham, C.A. 1967. History of Merioneth ,1, Dolgellau, 160-61.  RCAHMW 1921. An inventory of the ancient monuments in Wales and Monmouthshire, VI, County of Merioneth, 9, 21,  London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1695,http://www.wikidata.org/entity/Q31053915,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1695.html
1696,"Moel Goedog Camp, Gwynedd","Bowen E.G. and Gresham, C.A. 1967. History of Merioneth ,1, Dolgellau, 148-49.  Lynch, F. 1995. Gwynedd - A guide to ancient and historic Wales, London: HMSO, 81-2.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1696,http://www.wikidata.org/entity/Q31053935,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1696.html
1697,"Clogwyn Arllef, Gwynedd","Bowen E.G. and Gresham, C.A. 1967. History of Merioneth 1, Dolgellau, 166-7.  Smith, G. H. 1998 , Hut Circle Settlement Survey, Unpublished report, Bangor: Gwynedd Archaeological Trust.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1697,http://www.wikidata.org/entity/Q31053960,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1697.html
1698,"Byrllysg Fort, Gwynedd","Bowen E.G. and Gresham, C.A. 1967. History of Merioneth 1, Dolgellau, 261.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1698,http://www.wikidata.org/entity/Q31054024,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1698.html
1699,"Pen-y-Dinas, Tal-y-Bont, Gwynedd (Castell Dinas Cortin; Castell Dinas Gortyn; Pen y Ddinas Camp)","Bowen, E.G. and Gresham, C.A. 1967. History of Merioneth 1, Dolgellau, 150-51.  Crawford, O.G.S 1920. Pen-y-Dinas, Arch Camb, 20 (1920), Part I and II, 116-25;   Savory, H.N. 1976. Guide Catalogue to the Early Iron Age Collections, National Museum of Wales, 69 No. 85, Cardidd: National Museum of Wales.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1699,http://www.wikidata.org/entity/Q31054047,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1699.html
1700,"Gladree (An Gileadraigh), Mayo (Dunaneanirbeg)","Westropp, T.J. 1912. The promontory forts and early remains of the coasts of County Mayo. Part 1- The north coast (Tirawley and Erris). The Journal of the Royal Society of Antiquaries of Ireland 42, 59-139.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1700,http://www.wikidata.org/entity/Q31072639,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1700.html
1701,"Termoncarragh (Tearmann Caithreach), Mayo (Dunadearg (The Red Fort Or Fort of The Red Man))","Westropp, T.J. 1912. The promontory forts and early remains of the coasts of County Mayo. Part 1- The north coast (Tirawley and Erris). The Journal of the Royal Society of Antiquaries of Ireland 42, 59-139.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1701,http://www.wikidata.org/entity/Q31072662,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1701.html
1702,"Chester Hill, South Lanarkshire","Christison, D (1890) 'Forts, camps, and motes of the Upper Ward of Lanarkshire'. Proc Soc Antiq Scot 24 (1889-90), 281-352 Feachem, R (1963) A guide to prehistoric Scotland. Batsford: London (p 132) Irving, G V (1855) 'On ancient camps of the upper ward of Lanarkshire', J Brit Archaeol Ass 10 (1855), 1-32 Irving and Murray, G V and A (1864) The upper ward of Lanarkshire described and delineated, 3v Glasgow Lelong and Sharpe, O and L (1999) 'Blackhouse Burn environs (Chester Hill, Swaites Hill, Cairngryffe Hill) (Carmichael; Covington & Thankerton parishes), cairns; hut circles; enclosures', Disc Exc Scot 1999, 82  RCAHMS (1978) The Royal Commission on the Ancient and Historical Monuments of Scotland. Lanarkshire: an inventory of the prehistoric and Roman monuments. HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1702,http://www.wikidata.org/entity/Q31104430,Canmore,https://canmore.org.uk/site/47463,http://hillforts.arch.ox.ac.uk/records/SC1702.html
1703,"Termoncarragh (Tearmann Caithreach), Mayo (Porth)","Browne, C. 1895. The ethnography of the Mullet, Inishkea Islands, and Portnacloy, Co. Mayo. Proceedings of the Royal Irish Academy 19 587- 637  Otway, C. 1841. Sketches in Erris and Tirawley. Dublin  Westropp, T.J. 1912. The promontory forts and early remains of the coasts of County Mayo. Part 1- The north coast (Tirawley and Erris). The Journal of the Royal Society of Antiquaries of Ireland 42, 59-139.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1703,http://www.wikidata.org/entity/Q31072690,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1703.html
1704,"Quothquan Law, South Lanarkshire","Feachem, R (1963) A guide to prehistoric Scotland. Batsford: London RCAHMS (1978) The Royal Commission on the Ancient and Historical Monuments of Scotland. Lanarkshire: an inventory of the prehistoric and Roman monuments. HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1704,http://www.wikidata.org/entity/Q31104446,Canmore,https://canmore.org.uk/site/47465,http://hillforts.arch.ox.ac.uk/records/SC1704.html
1705,"Craig y Ddinas, Llanddwywe-Is-y-Gaer, Gwynedd","Bowen E.G. and Gresham, C.A. 1967. History of Merioneth, 1, Dolgellau, 158-60.  RCAHMW 1921. An inventory of the ancient monuments in Wales and Monmouthshire, VI, County of Merioneth, 263,  London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1705,http://www.wikidata.org/entity/Q31054070,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1705.html
1706,"Bryn Castell, Uwch Mynydd, Gwynedd (Bryn y Castell)","Bowen E.G. and Gresham, C.A. 1967. History of Merioneth, 1, Dolgellau, 161-62.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1706,http://www.wikidata.org/entity/Q31054099,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1706.html
1707,"Castell Llanaber, Gwynedd (Bwlch y Llam; Ffridd Fechan)","RCAHMW 1921. An inventory of the ancient monuments in Wales and Monmouthshire, VI, County of Merioneth, 44, 120, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1707,http://www.wikidata.org/entity/Q31054135,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1707.html
1708,"Dinas Oleu, Gwynedd","Plunkett Dillon, E. 1989. Harlech Coast Properties North Wales, NT report, National Trust.   RCAHMW 1921. An inventory of the ancient monuments in Wales and Monmouthshire, VI, County of Merioneth, 3-4, 7a, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1708,http://www.wikidata.org/entity/Q31053551,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1708.html
1710,"Creigiau Gwineu, Gwynedd","RCAHMW 1964. Caernarvonshire Vol III: West, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 1742, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1710,http://www.wikidata.org/entity/Q31053569,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1710.html
1711,"Conion, Gwynedd","RCAHMW 1964. Caernarvonshire Vol III: West, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 1743, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1711,http://www.wikidata.org/entity/Q31053591,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1711.html
1712,"Castell Pared Mawr, Gwynedd (Pared Mawr Camp; Castell, Porth Ceiriad)","RCAHMW 1964. Caernarvonshire Vol III: West, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 1598, London: HMSO.  Dutton, L. A. & Gwyn, D. 1995 , Coastal Erosion Survey - Aberdaron to Aberdyfi, GAT Report No.198, Bangor: Gwynedd Archaeological Trust.   Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1712,http://www.wikidata.org/entity/Q31054149,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1712.html
1713,"Pen-y-Gaer, Afon Soch, Gwynedd (Pen-y-Gaer, Llanengan)","Alcock, L. 1965. Hillforts in Wales and the Marches, Antiquity, Vol. XXXIX, No. 155.  RCAHMW 1964. Caernarvonshire Vol III: West, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 1599, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1713,http://www.wikidata.org/entity/Q31053653,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1713.html
1714,"Castell, Llanengan, Gwynedd (Porth Neigwl)","RCAHMW 1964. Caernarvonshire Vol III: West, A survey and inventory by the Royal Commission on Ancient and Historical Monuments in Wales and Monmouthshire, No 1600, London: HMSO.  Smith, G.H. 2006. A survey of prehistoric defended enclosures in north-west Wales 2005-2006: Gwynedd Dwyfor and Meirionnydd. Report No 634. Part I: Survey Report. Bangor: Gwynedd Archaeological Trust.  Waddington, K. 2013. The Settlements of Northwest Wales: From the Late Bronze Age to the Early Medieval Period, Cardiff: University of Wales Press.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1714,http://www.wikidata.org/entity/Q31053682,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1714.html
1715,"Fallburn, South Lanarkshire (Thankerton; Totherin Hill)","Christison, D (1890) 'Forts, camps, and motes of the Upper Ward of Lanarkshire'. Proc Soc Antiq Scot 24 (1889-90), 281-352 Irving and Murray, G V and A (1864) The upper ward of Lanarkshire described and delineated, 3v Glasgow RCAHMS (1978) The Royal Commission on the Ancient and Historical Monuments of Scotland. Lanarkshire: an inventory of the prehistoric and Roman monuments. HMSO: Edinburgh",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1715,http://www.wikidata.org/entity/Q31104488,Canmore,https://canmore.org.uk/site/47509,http://hillforts.arch.ox.ac.uk/records/SC1715.html
1716,"Ballyglass (An Baile Glas), Mayo (Doon-Na-Dell)","Westropp, T.J. 1912. The promontory forts and early remains of the coasts of County Mayo. Part III- The Mullet. The Journal of the Royal Society of Antiquaries of Ireland 42, 59-139.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1716,http://www.wikidata.org/entity/Q31072706,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1716.html
